"","date","AU","CA","DK","IS","JP","NZ","NO","SE","CH","GB","US","AT","BE","FI","FR","DE","GR","IE","IT","LU","NL","PT","ES","CN","HK","IN","ID","KR","MY","PH","SG","TH","CO","MX","BG","HR","CZ","EE","HU","LV","LT","PL","RO","SK","SI","IL","RU","ZA","TR","AR","BR","CL","PE","RS"
"1",1996 Q1,1.33171209155248,1.17937596910046,2.22385896382632,NA,NA,NA,1.11756693276462,0.994509445902709,4.10233073212938,1.75930708032477,1.71738247442333,NA,0.784319235823101,0.632065694012597,NA,NA,NA,0.838786802377212,NA,NA,1.20341845374488,NA,0.668477711419408,NA,1.22822057899753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937047869264198,NA,0.0883090190841818,NA,NA,NA,NA
"2",1996 Q2,1.34387439677986,1.19811058741984,2.201224885113,NA,NA,NA,1.14701308938016,1.01593283861946,4.16360645142337,1.74517534112627,1.70882432028682,NA,0.796511208951792,0.630447713843836,NA,NA,NA,0.854622017244837,NA,NA,1.23688319778589,NA,0.68409461854503,NA,1.26222813339518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934153189435036,NA,0.0882746741103948,NA,NA,NA,NA
"3",1996 Q3,1.3757529731842,1.2075596498761,2.20624043729629,NA,NA,NA,1.14775060133822,1.00947544935185,4.20241923497526,1.74417615007326,1.71622992350641,NA,0.804336321097439,0.636000313455058,NA,NA,NA,0.887227538543328,NA,NA,1.26756602358292,NA,0.691949661190617,NA,1.27445739403753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95626581137611,NA,0.0897183249220239,NA,NA,NA,NA
"4",1996 Q4,1.39261918082934,1.22578648506441,2.23973011477261,NA,NA,NA,1.22305773204604,1.02198069800275,4.22241620180146,1.75047902084229,1.7134226010315,NA,0.806208805755708,0.618448637316562,NA,NA,NA,0.87492773174022,NA,NA,1.31584253457496,NA,0.707520689826246,NA,1.30017294959807,NA,NA,NA,0.355071268226726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965058952223094,NA,0.090763129476146,NA,NA,NA,NA
"5",1997 Q1,1.41515262805418,1.23196608418154,2.23161428937471,NA,NA,NA,1.22586532525055,1.01551047065628,4.23484253329089,1.75632413277023,1.71259186626329,NA,0.807530375639812,0.607909989771565,NA,NA,NA,0.871498664679213,NA,NA,1.3615748362225,NA,0.718742611869499,NA,1.34797884073093,NA,NA,NA,0.362327130987149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969628858680511,NA,0.0927511309652621,NA,NA,NA,NA
"6",1997 Q2,1.42393067561779,1.24712427426849,2.24998583334301,NA,NA,NA,1.23227413184162,1.01036310356728,4.25132655129639,1.75994162869554,1.70536883129079,NA,0.809270070097774,0.593554032375675,NA,NA,NA,0.860515651612145,NA,NA,1.39981253937343,NA,0.74793531364738,NA,1.41592014169905,NA,NA,NA,0.377441489001933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970651292987004,NA,0.0960668850644595,NA,NA,NA,NA
"7",1997 Q3,1.45946963622037,1.30864059535056,2.29565335952373,NA,NA,NA,1.2987117975308,1.00994461840412,4.21279268650623,1.72778166260484,1.71630742946853,NA,0.813406821009377,0.611320889142206,NA,NA,NA,0.901261098229938,NA,NA,1.42776548921493,NA,0.777876052203715,NA,1.52284256701497,NA,NA,NA,0.392787715083691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974491451686293,NA,0.0943402760871384,NA,NA,NA,NA
"8",1997 Q4,1.46589203615546,1.31713322277992,2.3182428092104,NA,NA,NA,1.31454632794877,1.0091598264465,4.21706430404136,1.76266880264327,1.71311011989642,NA,0.815385500731399,0.599979196283069,NA,NA,NA,0.912963860612915,NA,NA,1.42456061640186,NA,0.805044776855298,NA,1.56807210348116,NA,NA,NA,0.39114855781069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977273040202458,NA,0.101729053382158,NA,NA,NA,NA
"9",1998 Q1,1.49513043947447,1.30614346757119,2.36721881080087,NA,NA,NA,1.37746599634214,1.0132748050576,4.19988934139309,1.75778791531092,1.71859922178988,NA,0.815793399618549,0.601326858628001,NA,NA,NA,0.922084731543624,NA,NA,1.4850600363241,NA,0.831323056576829,NA,1.64000233556185,NA,NA,NA,0.429744262924462,NA,0.827498836999387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994682640448829,NA,0.112002329194464,NA,NA,NA,NA
"10",1998 Q2,1.538022457474,1.33222327341504,2.45024201104715,NA,NA,1.98996608482621,1.40444685285404,1.0164205213377,4.19008531595033,1.76657703902876,1.73389879260176,NA,0.879026287666703,0.607091534939679,NA,NA,NA,0.922991128010139,NA,NA,1.52071406356617,NA,0.866520759580312,NA,1.71197884991259,NA,NA,NA,0.454181048026137,NA,0.849777142435198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986316546687039,NA,0.116999231632354,NA,NA,NA,NA
"11",1998 Q3,1.55282884873353,1.33858715425035,2.45306149351615,NA,NA,2.00078222423761,1.42950553720689,1.03149511687423,4.2113517285646,1.77939532838115,1.73875519400072,NA,0.866802560488389,0.621978814809956,NA,NA,NA,0.908742147412842,NA,NA,1.56073985744193,NA,0.883545570653455,NA,1.7748922418775,NA,NA,NA,0.463353775807701,NA,0.878262546203769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00289598118004,NA,0.125808360185195,NA,NA,NA,NA
"12",1998 Q4,1.57046403697321,1.33811237367485,2.47572496800585,NA,NA,2.0104535373697,1.4556013044478,1.03132865445807,4.31134792815827,1.75734970962172,1.74626296535399,NA,0.875819325086939,0.638946751725036,NA,NA,NA,0.974177949709865,NA,NA,1.60368799819525,NA,0.890085795098461,NA,1.8504519918332,NA,NA,NA,0.482500696311396,NA,0.912736126703744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999033607724586,NA,0.129998635493591,NA,NA,NA,NA
"13",1999 Q1,1.59886517745196,1.30085380136272,2.51332458342634,NA,NA,2.06339637945655,1.47356138425806,1.03373319124668,4.3609671524296,1.7622314884521,1.75705393265586,NA,0.884064032560863,0.635636503806495,NA,NA,NA,0.972953149353626,NA,NA,1.56666316494666,NA,0.912174745167345,NA,1.87927528923477,NA,NA,NA,0.470624426807318,NA,0.933001174357557,0.6395466270962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981833060801767,NA,0.133997477915661,NA,NA,NA,NA
"14",1999 Q2,1.64013607604998,1.29417583377068,2.53084667429481,NA,0.454859076682938,2.07864844315713,1.45636211568714,1.05645073454322,4.34972437997105,1.81010918770784,1.77787068730182,NA,0.898540492462596,0.655279601611317,NA,NA,NA,1.00364782706598,NA,NA,1.62701257332196,NA,0.936697190578736,NA,1.89555913487251,NA,NA,NA,0.46622177765448,NA,0.910838266861729,0.627482924568172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966381397687083,NA,0.134305254971142,NA,NA,NA,NA
"15",1999 Q3,1.67449769125172,1.28891229149888,2.52894428356683,NA,0.462315840724099,2.13022259420187,1.43163222045761,1.06061358517212,4.33194353883312,1.83186036235086,1.79767359712453,NA,0.917192545173579,0.67681395932714,NA,NA,NA,0.993762819707815,NA,NA,1.65062980447301,NA,0.957129159163671,NA,1.90013279716284,NA,NA,NA,0.470134952474256,NA,0.922773710451191,0.59600936157215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943104915889521,NA,0.135224176855729,NA,NA,NA,NA
"16",1999 Q4,1.71935256429907,1.25583552566412,2.49688277752767,NA,0.467024535531184,2.15613175556341,1.4061609208918,1.0619419175495,4.25963942847883,1.83958261798482,1.7918156655959,NA,0.898958692082993,0.684515910002778,NA,NA,NA,0.9880312158829,NA,NA,1.69469339907793,NA,0.979385952280795,NA,1.85970135205669,NA,NA,NA,0.487329904175297,NA,0.931641644692382,0.578727981713056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619702935573293,NA,0.930909674020113,NA,0.136130747845463,NA,NA,NA,NA
"17",2000 Q1,1.74802282749058,1.29861110618626,2.51909850805804,NA,0.468561712936469,2.12873298824175,1.359919657662,1.07371812685748,4.21235537636217,1.82995279677258,1.79817093043018,0.459349484571599,0.897706645577206,0.680806257521059,NA,NA,NA,1.00023525721455,NA,NA,1.71964662324084,NA,0.99003286619449,NA,1.82690604487436,NA,NA,NA,0.472164263745696,NA,0.913404659268326,0.566569579810237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626276898402146,NA,0.923516206353749,NA,0.137423756370814,NA,NA,NA,NA
"18",2000 Q2,1.7913385132075,1.29196619571146,2.51629918844341,NA,0.462238599634607,2.16206816155798,1.40048935983068,1.06513355349894,4.16265188491047,1.84565898658192,1.79907881768592,0.464244700186262,0.901191047933932,0.693445648291463,NA,NA,NA,1.0050467008135,NA,NA,1.74748110402666,NA,1.02128527599397,NA,1.85947042253521,NA,NA,NA,0.488378316323984,NA,0.912064802939657,0.554761794349842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623741422728439,NA,0.909635621949696,NA,0.142737258716616,NA,NA,NA,NA
"19",2000 Q3,1.84623819502253,1.26781250173754,2.53147819453188,NA,0.47753558975286,2.15588986486486,1.37903069995557,1.07040023564281,4.15582975664052,1.8690950878281,1.8301947712165,0.478585182554075,0.909119377216812,0.698383626955055,NA,NA,NA,1.00187800209469,NA,NA,1.90143751533031,NA,1.04844769922424,NA,1.85241423463486,NA,NA,NA,0.47822294350231,NA,0.879200939519598,0.539806777022192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614010863729533,NA,0.903882046387301,NA,0.142358567456444,NA,NA,NA,NA
"20",2000 Q4,1.9062954666174,1.26939528023337,2.51373198118297,NA,0.482013147466995,2.14093319751585,1.36985982018297,1.08183691604346,4.11216844996515,1.89518157236727,1.84568790113996,0.478177867509921,0.909547493721897,0.700573843035373,NA,NA,NA,1.02951552621468,NA,NA,1.91668040122442,NA,1.09543506361113,NA,1.88173974693279,NA,NA,NA,0.505046178618667,NA,0.889446807332847,0.520969499744377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621829662973768,NA,0.910770868083955,NA,0.139349701359175,NA,NA,NA,NA
"21",2001 Q1,1.91214653100645,1.26169611479004,2.57719882282967,NA,0.483902057455251,2.1664871761319,1.40003440221451,1.09594540168275,4.13147360445762,1.91466064228811,1.87201634695261,0.504998021939156,0.90194975270941,0.699794455863563,NA,NA,NA,1.03231894314697,NA,NA,1.96072656721444,NA,1.11337383625658,NA,1.89104815492032,NA,NA,NA,0.568820284844904,NA,0.942472068000503,0.517452463765019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631404675988573,NA,0.936755589005308,NA,0.146150400211682,0.0691347844802989,NA,0.0804966004074397,NA
"22",2001 Q2,1.96322597148386,1.28259167312614,2.59404458127664,NA,0.496783721857012,2.13464050841027,1.42986016066084,1.10636178939552,4.13302262306219,1.92897592536225,1.91066070316481,0.518939469807738,0.900569988157995,0.722745326778324,NA,NA,NA,1.02783017306992,NA,NA,1.96778844662827,NA,1.15402183975356,NA,1.92413613549034,NA,NA,NA,0.5866502811608,NA,0.988643150131116,0.500113142886067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64799227648788,NA,0.944660609734604,NA,0.149102723358493,0.070029494203044,NA,0.0794230741555161,NA
"23",2001 Q3,1.9989760850503,1.34725615526448,2.60639106328132,NA,0.511002650068608,2.17300196787913,1.50079035966084,1.12514653195619,4.17799847406549,1.9774767146486,1.96691335654898,0.531903266468964,0.887388349902141,0.739712444224095,NA,NA,NA,1.0677181776706,NA,NA,2.01662744882426,NA,1.16308269206129,NA,1.94920857838459,NA,NA,NA,0.623014629470315,NA,1.0442437567115,0.503967973660358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673852735010731,NA,0.955712760277629,NA,0.149240955659541,0.0715912561577102,NA,0.0783720284588596,NA
"24",2001 Q4,2.06684814999758,1.38411104739618,2.67392997209449,NA,0.522168185699359,2.14652768389357,1.56133521591963,1.12684851723386,4.21089414042791,2.00675349565972,1.9980432070392,0.530746409365605,0.884261492032603,0.76338371256159,NA,NA,NA,1.08505006696856,NA,NA,2.04078672820865,NA,1.18248152334359,NA,1.97808212476188,NA,NA,NA,0.649028422308806,NA,1.07157401202187,0.50485825480052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688160515416203,NA,0.954729181126009,NA,0.13837603550817,0.0708476265556826,NA,0.0855933604521821,NA
"25",2002 Q1,2.11635320872045,1.37233439743995,2.68541092908672,NA,0.52919986204366,2.16647283531409,1.61806125694933,1.14626029851878,4.28187905726479,2.03145681639195,2.02517638335342,0.536318601853159,0.879854452192423,0.774566948526394,NA,NA,NA,1.08761957152899,0.399293691503517,NA,2.08186728907015,NA,1.21358200326471,NA,2.01042008471795,NA,0.0323664687755601,NA,0.654319007680915,NA,1.0349307187503,0.499364102093516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693439432350332,NA,0.921022431097966,NA,0.129881415249637,0.0675463590144922,0.434634896070724,0.0855830389867314,NA
"26",2002 Q2,2.13226254316107,1.37326155864999,2.72377253148423,NA,0.538044674963971,2.21731049341506,1.63096136650752,1.15680838910757,4.31438452007002,2.07172196862697,2.0706965813535,0.538816899417901,0.890472404341048,0.788955801699108,NA,NA,NA,1.13251210907134,0.412685361082235,NA,2.11724335370003,NA,1.25289708258145,NA,2.00173458990086,NA,0.0282940065939804,NA,0.650038288690568,NA,1.03314210135534,0.497191447513674,0.205979754752695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704486137962954,NA,0.915592352190869,NA,0.0871118959137462,0.0653397138537457,0.437690224756081,0.0868112903237069,NA
"27",2002 Q3,2.20924110893307,1.39235482909055,2.76655173288593,NA,0.541255779711182,2.20587421085391,1.68055139440764,1.18357526045656,4.34159579382116,2.11502824706859,2.12284058551141,0.550821656970094,0.891033245135655,0.817657521694605,NA,NA,NA,1.17133695400971,0.42255984097874,NA,2.14547039692795,NA,1.28356273410709,NA,1.97785771867293,NA,0.0254898056065115,NA,0.663594406340166,NA,1.05293404028052,0.50561302649018,0.19484045841457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71828994071341,NA,0.903074399467089,NA,0.0786147489631704,0.0642226384800642,0.441467075922966,0.0881765298093258,NA
"28",2002 Q4,2.25681576891489,1.38037853160922,2.79744806680778,NA,0.551011308591791,2.25601389134146,1.7132615853396,1.20900080602403,4.43393217002663,2.14968111844691,2.1789737614596,0.626620304955215,0.912257805441221,0.834472812733682,NA,NA,NA,1.23470693626824,0.450170998528787,NA,2.10417503496769,NA,1.26168183401149,NA,1.98290347991246,NA,0.0287187023409093,NA,0.671957302076931,NA,1.0763074681801,0.509916208158697,0.189191009476075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70951460967656,NA,0.900210194462928,NA,0.0756686735957546,0.06276971866244,0.439214878860853,0.0893580320023728,NA
"29",2003 Q1,2.32735619206085,1.37011156589614,2.83344582200278,NA,0.565327385453801,2.29572223349077,1.6990180029271,1.21551885808762,4.58767940454175,2.19583131204277,2.21945973979523,0.626181700535559,0.938768776092851,0.860418288721239,0.832755248784022,1.66343896713615,NA,1.29754609969504,0.465922343052955,NA,2.1395221220469,NA,1.28596702798471,NA,1.99737376101534,NA,0.0284487667833903,NA,0.680055542417102,NA,1.06536820076787,0.507604043940699,0.182610884021719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70623424,NA,0.917439198780247,NA,0.0673769761959669,0.0590527541502476,0.437223418289564,0.0897204864506099,NA
"30",2003 Q2,2.41423454367026,1.40952049668454,2.903149076558,NA,0.569735573458296,2.34803107473961,1.81085969316886,1.26529276378302,4.63720990948684,2.25138220513764,2.28562508287,0.626406151308406,0.959053840570428,0.890261396238444,0.846060275568171,1.66847439464343,NA,1.31867978313118,0.477062268697937,NA,2.18063525921466,NA,1.32408419537917,NA,2.06021759341002,NA,0.0327170916558718,NA,0.707984597959786,NA,1.16081780093133,0.520257399959045,0.177957037435392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720598353907738,NA,0.936242741344115,NA,0.0590116560587587,0.0587861807123334,0.45025269489234,0.0930443366077861,NA
"31",2003 Q3,2.48021455997469,1.42891226549319,2.93127004159458,NA,0.584755946187742,2.38655607816787,1.83260077374936,1.28053783483283,4.62400753577229,2.30431022972208,2.31986928669612,0.659747948650194,0.975391783142736,0.911865470617465,0.865241421466547,1.65849535231526,NA,1.40763468502087,0.49060463371497,NA,2.17984577152377,NA,1.34300237774468,NA,1.94595160362323,NA,0.0360279415270968,NA,0.715307980717729,NA,1.15910082523657,0.53159881868882,0.168711248572791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714383294336464,NA,0.955330045097096,NA,0.056469752905538,0.057154535861951,0.451462950300522,0.0956114907620906,NA
"32",2003 Q4,2.54263569519655,1.42957677927501,2.93866316451886,NA,0.595722912881936,2.44474834745879,1.89479724972645,1.31405597240747,4.62429768309873,2.3492905421226,2.35050580748218,0.671329920024175,0.998232108801871,0.937722743945267,0.878022806488881,1.66852233861101,NA,1.4284378409268,0.510882135408225,NA,2.23808015727878,NA,1.37696353066041,NA,1.9334584294199,NA,0.0407231466029362,NA,0.708139865104721,NA,1.17873834943996,0.528151544442829,0.159521854829578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714510298518091,NA,0.973044393123517,NA,0.051592967035395,0.0558438938711917,0.458972363897274,0.098013980963921,NA
"33",2004 Q1,2.62255203503585,1.40238449720726,2.96018720227917,NA,0.603798701118886,2.479665926659,1.86815015287115,1.32702814479441,4.67287337057575,2.4068374162051,2.37948859918458,0.668465996190246,0.999263813717604,0.954609674021937,0.890377708051566,1.64928088226934,NA,1.53598270087814,0.525239999192324,NA,2.27170687817878,NA,1.41611918067593,NA,1.89215895559947,NA,0.0407283776606711,NA,0.708365394395076,NA,1.15182487651931,0.539821904908969,0.152368789315653,NA,NA,0.279524893165537,NA,NA,NA,NA,0.148578423447352,NA,NA,NA,NA,0.683505761948158,NA,0.971228994464192,NA,0.0468096957158746,0.0540497494867578,0.443890353072507,0.0956661055380893,NA
"34",2004 Q2,2.68576471386871,1.40535308030105,3.02122773593147,NA,0.609685612768001,2.53179539776463,1.90630075976581,1.36455427109945,4.70352423844353,2.44913586115275,2.43171591378314,0.748676476718496,1.01871830833963,0.988331210191083,0.91115810057191,1.6485100245611,NA,1.60121374202839,0.54451422674713,NA,2.29068836029833,NA,1.44974249257495,NA,1.86662252953405,NA,0.0432257784282082,NA,0.721250880342813,NA,1.17397051754527,0.544725773090069,0.147642475334415,NA,NA,0.291498553091167,NA,NA,NA,NA,0.167353668590272,NA,NA,NA,NA,0.700590763227065,0.0069738530217919,0.993834610115872,NA,0.0439213322001048,0.0522156373421248,0.451564414355021,0.0967295294855495,NA
"35",2004 Q3,2.7497258111976,1.41548692461319,3.04010542056868,NA,0.613698344796872,2.57431036713151,1.92051943984234,1.38295691658703,4.7557464933539,2.52179877863708,2.4730353644957,0.756959732386638,1.03651196471042,1.01051307847082,0.935577933574417,1.66455200445984,NA,1.77162425610507,0.565634931646717,NA,2.34905713885104,NA,1.48441551197139,NA,1.8524746441177,NA,0.048660432584126,NA,0.746843219103054,NA,1.17666270602931,0.570966924668862,0.141197512661068,NA,NA,0.3112822167714,NA,NA,NA,NA,0.188844933269574,NA,NA,NA,NA,0.681022861992385,0.00865582166940853,1.03020244960777,NA,0.0441021208222537,0.050812502584677,0.459262275651693,0.102880761272223,NA
"36",2004 Q4,2.80949376240617,1.43435867951712,3.0551222901395,NA,0.625168137450355,2.65928132788612,1.9229027478298,1.46433895114728,4.74772814290162,2.56700643228054,2.51075161310931,0.774028224033412,1.05927125719327,1.02479155360403,0.945608001183393,1.67069327452909,NA,1.82698361549711,0.586837708886719,NA,2.37724073356314,NA,1.54516326533125,NA,1.82992767614445,NA,0.0498638886129909,NA,0.760681483889703,NA,1.16463519550973,0.573529516054859,0.128126930013093,NA,NA,0.328316707744094,NA,NA,NA,NA,0.209020764067499,NA,NA,NA,NA,0.676647750595788,0.0106585079107659,1.0734753905229,NA,0.0424201433438039,0.050594714624923,0.468550636036792,0.104324142672784,NA
"37",2005 Q1,2.84174280355822,1.41675204486665,3.12917511884668,NA,0.632279790294901,2.75730307692308,1.94807785289876,1.4978399677015,4.7820650303865,2.57279928297329,2.53579933078918,0.763698031231399,1.08226831847317,1.05386774336501,0.963530304221241,1.66090149980018,NA,1.88033605259954,0.602793538401067,NA,2.40359086246739,NA,1.59601562281254,NA,1.80903573638427,NA,0.0510160288230188,NA,0.740053005245373,NA,1.17899507072733,0.597012154497065,0.127122409737598,0.0622448082874413,0.108113597741352,0.334810237414752,NA,0.628094130210916,NA,NA,0.230155831507183,NA,NA,NA,NA,0.681024601110062,0.0121356162857288,1.09717221789102,NA,0.0394092723786397,0.0503808580446593,0.480555580885637,0.107185756129922,NA
"38",2005 Q2,2.86780112434364,1.42830388803115,3.19762386760464,NA,0.636151494394936,2.77581918094338,1.9479420810122,1.53308340649449,4.8151040077115,2.57860488801317,2.59666181254841,0.797049329732322,1.12896804880571,1.10167956125747,0.990263197831476,1.65238052792648,NA,1.95101510859301,0.629465903023195,NA,2.44436453435648,NA,1.62918852306104,0.376773584137368,1.76760946441201,NA,0.05452164105536,NA,0.752892407810379,NA,1.16832294196019,0.604344579261487,0.120958074937162,0.0645761642209735,0.126505586471679,0.342292902455407,NA,0.697979981801638,NA,NA,0.258123338959049,NA,NA,NA,NA,0.676889356533655,0.0141082791074986,1.13666149007633,NA,0.0367348173045904,0.0499733606778323,0.487212383006533,0.10798364969604,NA
"39",2005 Q3,2.87235686168158,1.42748176788682,3.27542027215719,NA,0.641991889914756,2.83710030886895,1.96588421610404,1.56697527407233,4.84399579981185,2.62179604750332,2.64140577802464,0.810008809239774,1.16128701842439,1.13556244249673,1.02080615701512,1.64785100236941,NA,2.07312104893468,0.645678540577468,NA,2.46953413985646,NA,1.69870614564195,0.375158296407252,1.71298191030663,NA,0.0594937406154138,NA,0.762342046821277,NA,1.14230531779768,0.610040471120589,0.117728950491416,0.0641960421584885,0.143455641585374,0.370495147331397,NA,0.783525501194557,NA,NA,0.295573013627225,NA,NA,NA,NA,0.672343289556638,0.016731553657074,1.19046511768001,NA,0.0352369894416572,0.0507748529254934,0.497948690293611,0.113728551875652,NA
